,contract_address,contract_url,contract_name,nifty_name,store_url,nifty_date_created,num_pm_sales,num_sm_sales,avg_resale_price,highest_active_bid,lowest_active_ask,sm_market_volume,price
0,0x1a9efe6d9a7a977a938f03b1a549bdd9cd316432,https://niftygateway.com/itemdetail/primary/0x1a9efe6d9a7a977a938f03b1a549bdd9cd316432/1,Lavish,Lavish,https://niftygateway.com/collections/baeigeopen,2021-02-18T05:56:27.829604Z,701,377,80432,72500,0,35050000,79900.0
1,0xe1bd4b40079cd73d5d55426274a94ee662c0c67b,https://niftygateway.com/itemdetail/primary/0xe1bd4b40079cd73d5d55426274a94ee662c0c67b/1,Genesis.001,Genesis.001,https://niftygateway.com/collections/akuopen,2021-02-18T05:55:00.296306Z,1402,367,189453,350000,0,140059800,150000.0
2,0xe9be55ffedb6c2a2f3f8eac31c60d7f122f79958,https://niftygateway.com/itemdetail/primary/0xe9be55ffedb6c2a2f3f8eac31c60d7f122f79958/1,The Bitcoin Angel (Open Edition),The Bitcoin Angel (Open Edition),https://niftygateway.com/collections/palettetocanvasopen,2021-02-23T05:07:51.615684Z,4157,956,122059,160500,0,322998900,189800.0
3,0x43b557b1f923f1cb4ecd05ff3beac7b933bedb46,https://niftygateway.com/itemdetail/primary/0x43b557b1f923f1cb4ecd05ff3beac7b933bedb46/1,The Presentations,The Presentations,https://niftygateway.com/collections/justinroiland916,2021-01-19T07:52:26.659303Z,336,288,90124,90000,0,11188800,133200.0
4,0x41113bce4659cb4912ed61d48154839f75131d7a,https://niftygateway.com/itemdetail/primary/0x41113bce4659cb4912ed61d48154839f75131d7a/1,Le Anime,Le Anime,https://niftygateway.com/collections/toomuchlagoe,2021-03-02T21:24:46.871918Z,1553,280,153869,250000,0,120668100,110000.0
5,0xc77e89d380498b205fa9eb648c5a21054c5548cb,https://niftygateway.com/itemdetail/primary/0xc77e89d380498b205fa9eb648c5a21054c5548cb/1,MIXED FEELINGS,MIXED FEELINGS,https://niftygateway.com/collections/anotherworldopen,2021-02-18T05:48:35.210164Z,439,174,47635,50000,0,15365000,39500.0
6,0xb9abb6e7fdc06fe25ac96d3da1c3ef4651ec660a,https://niftygateway.com/itemdetail/primary/0xb9abb6e7fdc06fe25ac96d3da1c3ef4651ec660a/1,The Last Stand of the Nation State,The Last Stand of the Nation State,https://niftygateway.com/collections/slimesundayopen,2020-11-04T22:37:51.173706Z,415,316,300417,1000000,0,1660000,1600000.0
7,0xc77e89d380498b205fa9eb648c5a21054c5548cb,https://niftygateway.com/itemdetail/primary/0xc77e89d380498b205fa9eb648c5a21054c5548cb/1,NOWHERE,NOWHERE,https://niftygateway.com/collections/anotherworldopen,2021-02-18T05:48:35.211210Z,432,189,48273,35000,0,15120000,39500.0
8,0xd949a444f29ede73f517942eb4d8e3ccdab25d58,https://niftygateway.com/itemdetail/primary/0xd949a444f29ede73f517942eb4d8e3ccdab25d58/1,Why would I care I'm just a cat?,Why would I care I'm just a cat?,https://niftygateway.com/collections/crashburnopen,2021-02-18T02:02:56.531175Z,886,305,437755,555000,0,221500000,1030300.0
9,0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c,https://niftygateway.com/itemdetail/primary/0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c/1,Serpent,Serpent,https://niftygateway.com/collections/monstercatpack,2021-01-26T16:44:25.468398Z,127,191,23661,25100,0,6350,980000.0
10,0xe498ec1aff3c1460f6a818826443fd2a7817e775,https://niftygateway.com/itemdetail/primary/0xe498ec1aff3c1460f6a818826443fd2a7817e775/1,Fusion,Fusion,https://niftygateway.com/collections/thecollision,2020-12-17T16:50:40.097598Z,463,230,179964,450000,0,23150000,2184500.0
11,0xe498ec1aff3c1460f6a818826443fd2a7817e775,https://niftygateway.com/itemdetail/primary/0xe498ec1aff3c1460f6a818826443fd2a7817e775/1,Extrusion,Extrusion,https://niftygateway.com/collections/thecollision,2020-12-17T16:50:40.095312Z,453,234,182404,450000,0,22650000,2184500.0
12,0x3f133816f8178b93ac991a2c3eeddb8f947af0cb,https://niftygateway.com/itemdetail/primary/0x3f133816f8178b93ac991a2c3eeddb8f947af0cb/1,White Dota 2 Ring Still,White Dota 2 Ring Still,https://niftygateway.com/collections/ogesports,2021-01-22T17:16:49.832731Z,245,193,22530,21000,0,4875500,99999999.0
13,0x8ae06a29a816580cbd069e460dd57c6c964bb3da,https://niftygateway.com/itemdetail/primary/0x8ae06a29a816580cbd069e460dd57c6c964bb3da/1,Forever Mamba,Forever Mamba,https://niftygateway.com/collections/bosslogicopen,2021-01-28T16:27:00.136025Z,429,228,539205,1802400,0,35349600,1182400.0
14,0x76f71dcfd0bd0dbeb0ffc7decd0b327cb7dfdc84,https://niftygateway.com/itemdetail/primary/0x76f71dcfd0bd0dbeb0ffc7decd0b327cb7dfdc84/1,Plastic Mag (DeLorean),Plastic Mag (DeLorean),https://niftygateway.com/collections/tomyoo4,2021-01-13T20:36:33.192890Z,188,160,34176,100000,0,1880000,
15,0xa2d544196fdbc9da15a701c38bb60513c1802ef4,https://niftygateway.com/itemdetail/primary/0xa2d544196fdbc9da15a701c38bb60513c1802ef4/1,The Day I Decided to Fly,The Day I Decided to Fly,https://niftygateway.com/collections/byfewocious2open,2020-12-29T22:12:47.694009Z,268,168,207971,550000,0,9380000,1700000.0
16,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,https://niftygateway.com/itemdetail/primary/0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535/1,Tiggz,Tiggz,https://niftygateway.com/collections/goldweard2,2020-08-07T20:56:36.968625Z,219,214,19444,51000,0,876000,25000000.0
17,0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c,https://niftygateway.com/itemdetail/primary/0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c/1,King Fisher,King Fisher,https://niftygateway.com/collections/monstercatpack,2021-01-26T16:44:25.469314Z,130,165,22206,30000,0,6500,980000.0
18,0x3f133816f8178b93ac991a2c3eeddb8f947af0cb,https://niftygateway.com/itemdetail/primary/0x3f133816f8178b93ac991a2c3eeddb8f947af0cb/1,Grey Dota 2 Ring Still,Grey Dota 2 Ring Still,https://niftygateway.com/collections/ogesports,2021-01-22T17:16:49.831811Z,226,144,25481,25000,0,4497400,99999999.0
19,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,https://niftygateway.com/itemdetail/primary/0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535/1,Pandy,Pandy,https://niftygateway.com/collections/goldweard2,2020-08-07T20:56:36.966471Z,175,163,19341,50000,0,700000,25000000.0
20,0x3f133816f8178b93ac991a2c3eeddb8f947af0cb,https://niftygateway.com/itemdetail/primary/0x3f133816f8178b93ac991a2c3eeddb8f947af0cb/1,Blue Dota 2 Ring Still,Blue Dota 2 Ring Still,https://niftygateway.com/collections/ogesports,2021-01-22T17:16:49.830897Z,205,150,20397,33300,0,4079500,99999999.0
21,0x0974ec8c00c8c160d88e315579c00da6ca4e5e32,https://niftygateway.com/itemdetail/primary/0x0974ec8c00c8c160d88e315579c00da6ca4e5e32/1,It's flamingos all the way down,It's flamingos all the way down,https://niftygateway.com/collections/foreveryoneopen,2021-02-14T22:42:05.237100Z,448,141,63313,35555,0,10886400,55000.0
22,0xc633787348f652611c3166209d1fc4cd82b30ada,https://niftygateway.com/itemdetail/primary/0xc633787348f652611c3166209d1fc4cd82b30ada/1,FEWO DRIP,FEWO DRIP,https://niftygateway.com/collections/rtfktfewo,2021-02-25T06:36:30.959346Z,300,140,415905,200000,0,45000000,
23,0x54afb05938b64032232470285bbd87f5be31b334,https://niftygateway.com/itemdetail/primary/0x54afb05938b64032232470285bbd87f5be31b334/1,Sound block .1 / Beat,Sound block .1 / Beat,https://niftygateway.com/collections/rogerkilimanjaroopen,2021-02-01T02:55:34.593094Z,216,151,92787,120000,0,4082400,179900.0
24,0x63984ef7a91ea69cdad6c7071890ee4d2fccab4b,https://niftygateway.com/itemdetail/primary/0x63984ef7a91ea69cdad6c7071890ee4d2fccab4b/1,CryptoCaster,CryptoCaster,https://niftygateway.com/collections/fewotwofeetopen,2021-02-12T18:08:29.752498Z,383,142,226320,125000,0,38261700,160000.0
25,0xc0d60341cb0ba6ac6ddcd2858e9f3d5c8fe6c45e,https://niftygateway.com/itemdetail/primary/0xc0d60341cb0ba6ac6ddcd2858e9f3d5c8fe6c45e/1,Cyborg Ready,Cyborg Ready,https://niftygateway.com/collections/cyborg,2020-03-17T02:26:24.395814Z,232,136,32806,21000,0,232000,150000.0
26,0x397206a955a6a20d1688ede77a7c767a101a8cfc,https://niftygateway.com/itemdetail/primary/0x397206a955a6a20d1688ede77a7c767a101a8cfc/1,UNISWAP,UNISWAP,https://niftygateway.com/collections/slimesunday2open,2021-01-05T18:55:17.858583Z,261,138,329606,600000,0,17478909,815000.0
27,0x4e45e92ed38f885d39a733c14f1817217a89d425,https://niftygateway.com/itemdetail/primary/0x4e45e92ed38f885d39a733c14f1817217a89d425/1,Big Birb,Big Birb,https://niftygateway.com/collections/goldweard,2020-07-09T14:26:06.070020Z,120,133,19191,67500,0,480000,
28,0xb59da34c9e2bc12b327d3116c46b3823ef11343d,https://niftygateway.com/itemdetail/primary/0xb59da34c9e2bc12b327d3116c46b3823ef11343d/1,Sweet Dream,Sweet Dream,https://niftygateway.com/collections/tedchinoe,2021-02-26T22:04:04.956637Z,569,131,68610,60000,0,28393100,54899.0
29,0x01a7abd1e371d7a43ebbc1f17cd2660f1d77287b,https://niftygateway.com/itemdetail/primary/0x01a7abd1e371d7a43ebbc1f17cd2660f1d77287b/1,Rusty ,Rusty ,https://niftygateway.com/collections/pcdfilipoe,2021-01-29T18:20:20.261422Z,190,133,144097,200000,0,6650000,333300.0
30,0xb5a19b9aa60e96b85f0786ac88871cda72cb94c5,https://niftygateway.com/itemdetail/primary/0xb5a19b9aa60e96b85f0786ac88871cda72cb94c5/1,The Best Revenge,The Best Revenge,https://niftygateway.com/collections/breakdownopen,2021-02-26T15:57:40.032509Z,727,127,125432,87500,0,72627300,232000.0
31,0xdd6afc6c866740180f0ef5a6ba6e4e6e8e214cdb,https://niftygateway.com/itemdetail/primary/0xdd6afc6c866740180f0ef5a6ba6e4e6e8e214cdb/1,ΠΑΘΟΣ,ΠΑΘΟΣ,https://niftygateway.com/collections/billelis2open,2021-01-20T22:16:41.791635Z,223,124,94262,120000,0,5575000,181200.0
32,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,https://niftygateway.com/itemdetail/primary/0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535/1,Inu,Inu,https://niftygateway.com/collections/goldweard2,2020-08-07T20:56:36.964176Z,150,121,21113,45000,0,600000,25000000.0
33,0x76f71dcfd0bd0dbeb0ffc7decd0b327cb7dfdc84,https://niftygateway.com/itemdetail/primary/0x76f71dcfd0bd0dbeb0ffc7decd0b327cb7dfdc84/1,Plastic Mag (Hoverboard),Plastic Mag (Hoverboard),https://niftygateway.com/collections/tomyoo4,2021-01-13T20:36:33.191992Z,124,125,41633,50000,0,1240000,
34,0x8863fbcb4b86d0b4813ca52a30b3f5f6b81dacf7,https://niftygateway.com/itemdetail/primary/0x8863fbcb4b86d0b4813ca52a30b3f5f6b81dacf7/1,FLOOD,FLOOD,https://niftygateway.com/collections/justinmalleropen,2021-02-17T20:28:11.758191Z,604,119,86528,69000,0,46930800,64500.0
35,0x8a954618dec93ca46405ecb182823242fbb9fc27,https://niftygateway.com/itemdetail/primary/0x8a954618dec93ca46405ecb182823242fbb9fc27/1,LOST IN TOKYO,LOST IN TOKYO,https://niftygateway.com/collections/throwingshapes,2020-11-13T06:06:40.319610Z,113,114,111831,250000,0,1118700,466666.0
36,0xe7562366aec16d3e351c410f83b04ecf904d49aa,https://niftygateway.com/itemdetail/primary/0xe7562366aec16d3e351c410f83b04ecf904d49aa/1,Seek,Seek,https://niftygateway.com/collections/joshpierce,2021-02-26T22:05:53.016756Z,342,111,78668,75000,0,17100000,79900.0
37,0x951b0d7c1e4f10567d1ebcad1daa91d96ddaac4a,https://niftygateway.com/itemdetail/primary/0x951b0d7c1e4f10567d1ebcad1daa91d96ddaac4a/1,“A Piece of Something”,“A Piece of Something”,https://niftygateway.com/collections/oliveallen2,2020-09-22T23:42:50.349087Z,193,112,17663,17500,0,1331700,1300000.0
38,0xf2129ea3cf8f356da9dbaa276773fbf8259d6690,https://niftygateway.com/itemdetail/primary/0xf2129ea3cf8f356da9dbaa276773fbf8259d6690/1,Avenue of the Americas,Avenue of the Americas,https://niftygateway.com/collections/thankyouxsilvaopen,2020-12-29T21:24:43.768234Z,205,107,154266,255500,0,4079500,398000.0
39,0xa2d544196fdbc9da15a701c38bb60513c1802ef4,https://niftygateway.com/itemdetail/primary/0xa2d544196fdbc9da15a701c38bb60513c1802ef4/1,Moving On,Moving On,https://niftygateway.com/collections/byfewocious2open,2020-12-29T22:12:47.691255Z,192,112,472900,1000000,0,19200000,1700000.0
40,0x63984ef7a91ea69cdad6c7071890ee4d2fccab4b,https://niftygateway.com/itemdetail/primary/0x63984ef7a91ea69cdad6c7071890ee4d2fccab4b/1,City Hand,City Hand,https://niftygateway.com/collections/fewotwofeetopen,2021-02-12T18:08:29.751472Z,324,117,195894,120000,0,32367600,160000.0
41,0x676e18a3a73c7185041f901a0da4dfbf670e04d6,https://niftygateway.com/itemdetail/primary/0x676e18a3a73c7185041f901a0da4dfbf670e04d6/1,Weezy,Weezy,https://niftygateway.com/collections/klarensopen,2021-01-14T19:48:38.581131Z,162,112,52351,75000,0,2025000,106969.0
42,0xdd6afc6c866740180f0ef5a6ba6e4e6e8e214cdb,https://niftygateway.com/itemdetail/primary/0xdd6afc6c866740180f0ef5a6ba6e4e6e8e214cdb/1,ΥΠΟΛΗΨΗ,ΥΠΟΛΗΨΗ,https://niftygateway.com/collections/billelis2open,2021-01-20T22:16:41.792651Z,179,107,86193,100000,0,4475000,181200.0
43,0xb2dc5f254c5568a9684afd9ffd0c0d9bed2b92c0,https://niftygateway.com/itemdetail/primary/0xb2dc5f254c5568a9684afd9ffd0c0d9bed2b92c0/1,Infinite Sculpture 2,Infinite Sculpture 2,https://niftygateway.com/collections/infinitesculptures,2021-02-18T05:58:06.746648Z,398,118,98232,80000,0,29850000,93300.0
44,0x05c5b1e9b3f0a195159be1982fec824a9c9549a3,https://niftygateway.com/itemdetail/primary/0x05c5b1e9b3f0a195159be1982fec824a9c9549a3/1,Lift,Lift,https://niftygateway.com/collections/renderfruitlotooe,2021-02-12T22:30:37.454535Z,256,118,71149,50000,0,7680000,58800.0
45,0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96,https://niftygateway.com/itemdetail/primary/0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96/1,BULL RUN,BULL RUN,https://niftygateway.com/collections/beepletwoopen,2020-12-08T17:30:46.936831Z,271,112,1486998,5000000,0,26259900,13900000.0
46,0x12f28e2106ce8fd8464885b80ea865e98b465149,https://niftygateway.com/itemdetail/primary/0x12f28e2106ce8fd8464885b80ea865e98b465149/1,POLITICS IS BULLSHIT,POLITICS IS BULLSHIT,https://niftygateway.com/collections/beeple,2020-10-29T16:51:10.675718Z,100,99,892154,4111111,0,10000,
47,0xf71254147ab04be7bc7efd109641f0792de23af1,https://niftygateway.com/itemdetail/primary/0xf71254147ab04be7bc7efd109641f0792de23af1/1,Red Panda holding Rainbow Boba Tea,Red Panda holding Rainbow Boba Tea,https://niftygateway.com/collections/yiyinglu,2020-11-18T04:08:11.544150Z,126,113,14373,35000,0,756000,
48,0xa20f75be9427995e596788c29a10c7d734671251,https://niftygateway.com/itemdetail/primary/0xa20f75be9427995e596788c29a10c7d734671251/1,Lotus Train,Lotus Train,https://niftygateway.com/collections/deadmauxmdjopen,2021-01-14T17:59:53.108166Z,148,90,742083,400000,0,10345200,7900000.0
49,0x72ada42494f4080a02847f6630f1d90af4498124,https://niftygateway.com/itemdetail/primary/0x72ada42494f4080a02847f6630f1d90af4498124/1,She Caught a Unicorn (Blue),She Caught a Unicorn (Blue),https://niftygateway.com/collections/pr1mal,2020-08-06T01:04:50.421567Z,121,94,18081,15000,0,505000,
50,0xf8384521301b02a280984d4c623cd37a5a1ffc4b,https://niftygateway.com/itemdetail/primary/0xf8384521301b02a280984d4c623cd37a5a1ffc4b/1,ULTRAVIOLET,ULTRAVIOLET,https://niftygateway.com/collections/ssx3lau2,2020-11-13T06:07:58.598085Z,100,106,79714,150000,0,990000,
51,0x337c0be4fb4238c9fc75a2e20ad4367a79318db9,https://niftygateway.com/itemdetail/primary/0x337c0be4fb4238c9fc75a2e20ad4367a79318db9/1,Goodbye Memories,Goodbye Memories,https://niftygateway.com/collections/twistedvacancy2,2020-06-18T14:30:20.048493Z,100,94,14982,45000,0,400000,59900.0
52,0xcaafe532e5f9fefd95b956d4e9f4327c60a17b1d,https://niftygateway.com/itemdetail/primary/0xcaafe532e5f9fefd95b956d4e9f4327c60a17b1d/1,Mona Sativa,Mona Sativa,https://niftygateway.com/collections/slimesunday,2020-11-04T22:29:47.950202Z,69,89,163135,800000,0,4761,5000000.0
53,0xc937c594cb126fed0db22b41ab070bc206080825,https://niftygateway.com/itemdetail/primary/0xc937c594cb126fed0db22b41ab070bc206080825/1,Cyber Soul,Cyber Soul,https://niftygateway.com/collections/hipworthxcarlcoxopen,2021-01-14T19:12:39.943563Z,118,107,35037,55500,0,1168200,188800.0
54,0xebb1da4a068fcb9e8b83928a8c3e83ef564f9989,https://niftygateway.com/itemdetail/primary/0xebb1da4a068fcb9e8b83928a8c3e83ef564f9989/1,The Wizard,The Wizard,https://niftygateway.com/collections/tommywilson,2020-07-30T16:28:50.066904Z,94,95,21317,55000,0,376000,
55,0xb59da34c9e2bc12b327d3116c46b3823ef11343d,https://niftygateway.com/itemdetail/primary/0xb59da34c9e2bc12b327d3116c46b3823ef11343d/1,Little Red Riding Hood,Little Red Riding Hood,https://niftygateway.com/collections/tedchinoe,2021-02-26T22:04:04.955322Z,485,102,66613,42000,0,24201500,54899.0
56,0x3f133816f8178b93ac991a2c3eeddb8f947af0cb,https://niftygateway.com/itemdetail/primary/0x3f133816f8178b93ac991a2c3eeddb8f947af0cb/1,Gold Dota 2 Ring Still,Gold Dota 2 Ring Still,https://niftygateway.com/collections/ogesports,2021-01-22T17:16:49.829064Z,100,91,46336,22000,0,1990000,99999999.0
57,0x39a54d3484ecfe677640a99b803a01b23385a801,https://niftygateway.com/itemdetail/primary/0x39a54d3484ecfe677640a99b803a01b23385a801/1,THOUGHTS,THOUGHTS,https://niftygateway.com/collections/marctudiscoopen,2020-12-11T18:52:04.201217Z,76,88,35327,45000,0,570000,17500.0
58,0xc323658f9da75babe7721b4d6af8cf870a892f57,https://niftygateway.com/itemdetail/primary/0xc323658f9da75babe7721b4d6af8cf870a892f57/1,Invent,Invent,https://niftygateway.com/collections/eduardovopen,2021-02-08T03:14:46.208356Z,174,88,57864,120000,0,3480000,71500.0
59,0x47fa6cc7c0e3f2f15c7a64edf8c240bff7e26fbb,https://niftygateway.com/itemdetail/primary/0x47fa6cc7c0e3f2f15c7a64edf8c240bff7e26fbb/1,SPIRIT_STONE//,SPIRIT_STONE//,https://niftygateway.com/collections/fvckrenderverseopen,2021-02-02T17:55:54.828316Z,170,86,290583,325000,0,16983000,1920000.0
60,0x72ada42494f4080a02847f6630f1d90af4498124,https://niftygateway.com/itemdetail/primary/0x72ada42494f4080a02847f6630f1d90af4498124/1,A Spark Ignites a New Fire (Blue),A Spark Ignites a New Fire (Blue),https://niftygateway.com/collections/pr1mal,2020-08-06T01:04:50.419283Z,92,85,19805,6500,0,368000,
61,0x30f23d387c076d61fa5017516bedadee01a27356,https://niftygateway.com/itemdetail/primary/0x30f23d387c076d61fa5017516bedadee01a27356/1,I Need To Return Some Video Tapes,I Need To Return Some Video Tapes,https://niftygateway.com/collections/lushsuxopen,2021-02-06T05:35:27.275932Z,125,85,323943,500000,0,4162500,1388800.0
62,0xf71254147ab04be7bc7efd109641f0792de23af1,https://niftygateway.com/itemdetail/primary/0xf71254147ab04be7bc7efd109641f0792de23af1/1,Red Panda holding a standard dumpling emoji,Red Panda holding a standard dumpling emoji,https://niftygateway.com/collections/yiyinglu,2020-11-18T04:08:11.542047Z,90,83,12868,18000,0,540000,
63,0xc170384371494b2a8f6ba20f4d085c4dde763d96,https://niftygateway.com/itemdetail/primary/0xc170384371494b2a8f6ba20f4d085c4dde763d96/1,Beeple Everydays - Raw,Beeple Everydays - Raw,https://niftygateway.com/collections/beepletwoedition,2020-12-08T17:34:10.100281Z,99,81,1418977,1696968,0,9900,22200000.0
64,0xda7e17690deb4f2bc18b6ca2b48ddcc0486ead01,https://niftygateway.com/itemdetail/primary/0xda7e17690deb4f2bc18b6ca2b48ddcc0486ead01/1,Blood Magic,Blood Magic,https://niftygateway.com/collections/giantswan,2020-06-25T15:07:15.216002Z,100,82,15373,30000,0,400000,5500.0
65,0xde6123d1e7b0483b16e745ac329750b170ef79d8,https://niftygateway.com/itemdetail/primary/0xde6123d1e7b0483b16e745ac329750b170ef79d8/1,The Cheap,The Cheap,https://niftygateway.com/collections/pakopen,2021-01-04T22:19:12.077379Z,192,84,416937,115000,0,9580800,1294200.0
66,0x42a62560ceca4b0d2c4e3580035246a37399acaf,https://niftygateway.com/itemdetail/primary/0x42a62560ceca4b0d2c4e3580035246a37399acaf/1,The End is the Beginning,The End is the Beginning,https://niftygateway.com/collections/swanxmonstercat,2021-01-26T23:10:50.602229Z,171,76,61370,60000,0,7695000,89999.0
67,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,https://niftygateway.com/itemdetail/primary/0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535/1,Lucky,Lucky,https://niftygateway.com/collections/goldweard2,2020-08-07T20:56:36.961916Z,125,79,21444,40000,0,500000,25000000.0
68,0x268428b34f991c0a54f5a8a26ec8a9021fa91fc8,https://niftygateway.com/itemdetail/primary/0x268428b34f991c0a54f5a8a26ec8a9021fa91fc8/1,99 Cent Salvation,99 Cent Salvation,https://niftygateway.com/collections/theknocksoe,2021-02-25T06:16:14.912886Z,434,84,78105,70000,0,32550000,64000.0
69,0x8f56406622d712778682181c66c2fe70123bcbba,https://niftygateway.com/itemdetail/primary/0x8f56406622d712778682181c66c2fe70123bcbba/1,Wish Me Luck,Wish Me Luck,https://niftygateway.com/collections/twistedcollectibles,2020-05-07T19:30:56.453897Z,100,76,20657,35000,0,400000,77700.0
70,0x3f133816f8178b93ac991a2c3eeddb8f947af0cb,https://niftygateway.com/itemdetail/primary/0x3f133816f8178b93ac991a2c3eeddb8f947af0cb/1,Green Dota 2 Ring Still,Green Dota 2 Ring Still,https://niftygateway.com/collections/ogesports,2021-01-22T17:16:49.829978Z,120,79,26449,37500,0,2388000,99999999.0
71,0x591fb4438a0fb02c689105b1d29aa172be6db049,https://niftygateway.com/itemdetail/primary/0x591fb4438a0fb02c689105b1d29aa172be6db049/1,Trouble Brewing,Trouble Brewing,https://niftygateway.com/collections/perrycooper,2020-06-25T15:26:09.513835Z,100,76,20258,36800,0,250000,
72,0x42a62560ceca4b0d2c4e3580035246a37399acaf,https://niftygateway.com/itemdetail/primary/0x42a62560ceca4b0d2c4e3580035246a37399acaf/1,Heart of the Mountain,Heart of the Mountain,https://niftygateway.com/collections/swanxmonstercat,2021-01-26T23:10:50.605269Z,109,78,61533,50000,0,3815000,89999.0
73,0x59be722aba100b488300cd65e4278be2fc783617,https://niftygateway.com/itemdetail/primary/0x59be722aba100b488300cd65e4278be2fc783617/1,Eternal Zen,Eternal Zen,https://niftygateway.com/collections/wannerstedtopen,2020-12-23T07:04:01.796456Z,92,76,71736,120000,0,1380000,260000.0
74,0x02f03ef74bf40d11b96ce2961cc2bb58630754ba,https://niftygateway.com/itemdetail/primary/0x02f03ef74bf40d11b96ce2961cc2bb58630754ba/1,Everything,Everything,https://niftygateway.com/collections/everything,2021-01-21T18:18:28.779114Z,175,81,204460,133400,0,17482500,355000.0
75,0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c,https://niftygateway.com/itemdetail/primary/0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c/1,Scorpion,Scorpion,https://niftygateway.com/collections/monstercatpack,2021-01-26T16:44:25.467484Z,68,73,28959,20000,0,3400,980000.0
76,0x4ac3d17fd6c2db18ec619fe2d68d2c22b18378ff,https://niftygateway.com/itemdetail/primary/0x4ac3d17fd6c2db18ec619fe2d68d2c22b18378ff/1,Thought as a system,Thought as a system,https://niftygateway.com/collections/maddogjones,2020-11-20T22:06:32.868541Z,50,76,676555,500000,0,5000,555555500.0
77,0x7d074dcb17a5a61acf1b0c485d7139be7177ede5,https://niftygateway.com/itemdetail/primary/0x7d074dcb17a5a61acf1b0c485d7139be7177ede5/1,Indigenous,Indigenous,https://niftygateway.com/collections/stuz0ropen,2021-01-22T23:45:01.937442Z,119,80,83788,99900,0,2380000,125000.0
78,0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c,https://niftygateway.com/itemdetail/primary/0x4c06461ce7fbc6f85ab54ccc80f9a4a4cf602b5c/1,Lonely Crab,Lonely Crab,https://niftygateway.com/collections/monstercatpack,2021-01-26T16:44:25.466555Z,68,71,24910,10000,0,3400,980000.0
79,0x9499268f6f51a44f3b2a83d521020a3ee16d283b,https://niftygateway.com/itemdetail/primary/0x9499268f6f51a44f3b2a83d521020a3ee16d283b/1,The Boots,The Boots,https://niftygateway.com/collections/mesutozil,2021-02-12T22:46:17.486223Z,189,75,72503,42000,0,5220454,220000.0
80,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,https://niftygateway.com/itemdetail/primary/0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535/1,Tiggz - Shiny,Tiggz - Shiny,https://niftygateway.com/collections/goldweard2,2020-08-07T20:56:36.959620Z,75,72,31639,67000,0,300000,25000000.0
81,0xb5079593acc530e09d552acb2ce4a67194f428f4,https://niftygateway.com/itemdetail/primary/0xb5079593acc530e09d552acb2ce4a67194f428f4/1,Skateboard,Skateboard,https://niftygateway.com/collections/zackfoxopen,2020-12-29T20:12:04.820782Z,104,69,33003,80000,0,780000,103900.0
82,0x049e27da519c529603dd432e8cfb5c45b1cce415,https://niftygateway.com/itemdetail/primary/0x049e27da519c529603dd432e8cfb5c45b1cce415/1,Head Trip,Head Trip,https://niftygateway.com/collections/zomboyopen,2021-02-08T03:26:00.635129Z,92,67,91988,88800,0,4140000,195000.0
83,0x78fcad8425ee130e7a7c45a26310bda69a4163fd,https://niftygateway.com/itemdetail/primary/0x78fcad8425ee130e7a7c45a26310bda69a4163fd/1,Wings: Regular,Wings: Regular,https://niftygateway.com/collections/guydo,2020-04-02T18:44:36.946569Z,100,70,47402,80000,0,200000,210000.0
84,0x72ada42494f4080a02847f6630f1d90af4498124,https://niftygateway.com/itemdetail/primary/0x72ada42494f4080a02847f6630f1d90af4498124/1,The Architect (Blue),The Architect (Blue),https://niftygateway.com/collections/pr1mal,2020-08-06T01:04:50.417164Z,65,70,28223,100000,0,260000,
85,0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96,https://niftygateway.com/itemdetail/primary/0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96/1,INTO THE ETHER,INTO THE ETHER,https://niftygateway.com/collections/beepletwoopen,2020-12-08T17:48:46.406244Z,207,71,2400497,3000000,0,20058300,13900000.0
86,0x573b88ebbf597d51ed19476b7e8ddc1fcd6c9de3,https://niftygateway.com/itemdetail/primary/0x573b88ebbf597d51ed19476b7e8ddc1fcd6c9de3/1,Future Crypto,Future Crypto,https://niftygateway.com/collections/gramatikopen,2021-02-18T05:52:13.388592Z,341,75,103778,48500,0,34065900,169900.0
